;;;;;$910;1,5;
;;;;;;;
FAMILIA PRODUCTOS;DESCRIPCIÓN;UNIDAD DE MEDIDA;VALOR PESOS $;PRECIO COSTO NETO  ;TIPO CAMBIO $;PORCENTAJE;PRECIO VENTA NETO 
\PROVISIONES\ABARROTES;COOKING WINE WHITE - VINO PARA COCINAR BLANCO;TETRA;$1.890;2,08;$910;1,5;3,12
\PROVISIONES\ABARROTES;COOKIES ASSORTED - GALLETAS SURTIDAS 120-140 GRS;GRS;$725;0,8;$910;1,5;1,2
\PROVISIONES\ABARROTES;CORN KERNELS 425GRS;TIN;$1.505;;$910;1,5;
\PROVISIONES\ABARROTES;CORN FLOUR - HARINA DE MAIZ;KG;$3.193;3,51;$910;1,5;5,26
\PROVISIONES\ABARROTES;CORN OIL - ACEITE DE MAIZ;LT;$4.538;;$910;1,5;
\PROVISIONES\ABARROTES;CORN STARCH - MAICENA;KG;$2.580;2,84;$910;1,5;4,25
\PROVISIONES\ABARROTES;CORN STARCH 250GR - MAICENA 250GR;PKT;$645;0,71;$910;1,5;1,06
\PROVISIONES\ABARROTES;CORNFLAKES - CEREAL 480 GRS;PKT;$3.184;3,5;$910;1,5;5,25
\PROVISIONES\ABARROTES;CORNFLAKES DE KELLOGGS 450 GRS;PKT;$3.750;4,12;$910;1,5;6,18
\PROVISIONES\ABARROTES;COLGATE TOOTHPASTE  90 GRS;UNID;$1.200;;$910;1,5;
\PROVISIONES\ABARROTES;TOOHTHPASTE - PASTA DENTAL COLGATE 3X90GRS;PKT;$3.600;3,96;$910;1,5;5,93
\PROVISIONES\ABARROTES;CASHEW NUTS 80GR;PKT;$2.899;3,19;$910;1,5;4,78
\PROVISIONES\ABARROTES;CRACKELET 70 GR SALTED;PKT;$487;0,54;$910;1,5;0,8
\PROVISIONES\ABARROTES;CRACKER CREAM - GALLETAS DE SODA 160GR;PKT;$798;0,88;$910;1,5;1,32
\PROVISIONES\ABARROTES;CREAM OF CORN - CREMA DE CHOCLO;KG;$2.490;2,74;$910;1,5;4,1
\PROVISIONES\ABARROTES;CREAM SOUP MUSHROOMS - CREMA DE CHAMPIÑONES;KG;$2.590;2,85;$910;1,5;4,27
\PROVISIONES\ABARROTES;CREAM OF TOMATO - CREMA DE TOMATE;KG;$2.490;2,74;$910;1,5;4,1
\PROVISIONES\ABARROTES;CREAM SOUP VEGETABLE- CREMA DE VERDURAS;KG;$2.490;2,74;$910;1,5;4,1
\PROVISIONES\ABARROTES;CROISSANT;UNID;$250;0,27;$910;1,5;0,41
\PROVISIONES\ABARROTES;CUMIN POWDER - COMINO MOLIDO;KG;$10.924;12;$910;1,5;18,01
\PROVISIONES\ABARROTES;CUMIN POWDER - COMINO MOLIDO   500 gr;PKT;$5.462;6;$910;1,5;9
\PROVISIONES\ABARROTES;CUMIN SEED - SEMILLA DE COMINO 500GR;PKT;$7.143;7,85;$910;1,5;11,77
\PROVISIONES\ABARROTES;CUMIN SEED WHOLE-SEMILLA COMINO ENTERA;KG;$14.286;15,7;$910;1,5;23,55
\PROVISIONES\ABARROTES;CUP NOODLES ASSORTED- FIDEOS VASO SURTIDO 65 GRS;GRS;$874;0,96;$910;1,5;1,44
\PROVISIONES\ABARROTES;CUP NOODLES BEEF - FIDEOS VASO CARNE ;CUP;$874;0,96;$910;1,5;1,44
\PROVISIONES\ABARROTES;CUP NOODLES CHICKEN - FIDEOS VASO POLLO;CUP;$874;0,96;$910;1,5;1,44
\PROVISIONES\ABARROTES;CUP NOODLES SHRIMPS - FIDEOS VASO CAMARON ;CUP;$874;;$910;1,5;
\PROVISIONES\ABARROTES;CURCUMA POWDER - CURCUMA EN POLVO 500 GRS;PKT;$2.899;3,19;$910;1,5;4,78
\PROVISIONES\ABARROTES;CURCUMA POWDER - CURCUMA EN POLVO KILO;KG;$5.798;6,37;$910;1,5;9,56
\PROVISIONES\ABARROTES;CLUB SOCIAL COOKIES SALTED - GALLETAS CLUB SOCIAL 216 GRS;GRS;$1.470;1,62;$910;1,5;2,42
\PROVISIONES\ABARROTES;DARK SOYA SAUCE 500 ML;BTL;$3.200;3,52;$910;1,5;5,27
